0.0,0.0,1.502653
0.001,0.0,0.502653
0.005,0.0,0.477328
0.005,0.00011111111111111112,0.47640464
0.007,0.00011111111111111112,0.44076592
0.007,0.00022222222222222223,0.43186393
0.012,0.00022222222222222223,0.39010644
0.012,0.0003333333333333333,0.38813475
0.018,0.0003333333333333333,0.37710837
0.018,0.00044444444444444447,0.375562
0.02,0.00044444444444444447,0.36880985
0.02,0.0005555555555555556,0.3648922
0.021,0.0005555555555555556,0.36467916
0.021,0.0006666666666666666,0.35904387
0.024,0.0006666666666666666,0.34849623
0.024,0.0007777777777777777,0.345597
0.025,0.0007777777777777777,0.34450948
0.025,0.0012222222222222222,0.3295246
0.026,0.0012222222222222222,0.32933325
0.026,0.0013333333333333333,0.3286195
0.027,0.0013333333333333333,0.32762375
0.027,0.0014444444444444444,0.3240393
0.028,0.0014444444444444444,0.323537
0.028,0.0016666666666666668,0.32271835
0.03,0.0016666666666666668,0.3214649
0.03,0.0017777777777777779,0.31988394
0.031,0.0017777777777777779,0.31967822
0.031,0.001888888888888889,0.31937286
0.033,0.001888888888888889,0.3188515
0.033,0.002,0.31772798
0.037,0.002,0.31404585
0.037,0.002111111111111111,0.3126295
0.038,0.002111111111111111,0.31234464
0.038,0.0022222222222222222,0.31129748
0.042,0.0022222222222222222,0.30202603
0.042,0.0023333333333333335,0.30142844
0.043,0.0023333333333333335,0.29813564
0.043,0.0024444444444444444,0.29760897
0.046,0.0024444444444444444,0.29628822
0.046,0.0025555555555555557,0.29584077
0.047,0.0025555555555555557,0.29575568
0.047,0.0026666666666666666,0.29556483
0.048,0.0026666666666666666,0.29540136
0.048,0.002777777777777778,0.29530305
0.049,0.002777777777777778,0.29529428
0.049,0.003,0.2938651
0.051,0.003,0.29094183
0.051,0.003111111111111111,0.29093966
0.053,0.003111111111111111,0.2889774
0.053,0.0034444444444444444,0.28778562
0.054,0.0034444444444444444,0.28765598
0.054,0.0035555555555555557,0.28734043
0.055,0.0035555555555555557,0.28649458
0.055,0.0036666666666666666,0.28627735
0.056,0.0036666666666666666,0.28603306
0.056,0.003777777777777778,0.2858614
0.059,0.003777777777777778,0.28376433
0.059,0.0038888888888888888,0.2830081
0.063,0.0038888888888888888,0.2819898
0.063,0.004,0.28164628
0.064,0.004,0.28154078
0.064,0.004111111111111111,0.28151044
0.066,0.004111111111111111,0.280393
0.066,0.004666666666666667,0.27999613
0.068,0.004666666666666667,0.27636883
0.068,0.0047777777777777775,0.27607906
